002171.SZ,20251024,2.9,0.01
002171.SZ,20251024,2.8,0.01
002171.SZ,20251024,2.7,0.01
002171.SZ,20251024,2.6,0.01
002171.SZ,20251024,2.5,0.01
002171.SZ,20251024,2.4,0.01
002171.SZ,20251024,2.3,0.01
002171.SZ,20251023,17.7,0.01
002171.SZ,20251023,17.6,0.01
002171.SZ,20251023,17.5,0.01
002171.SZ,20251023,17.4,0.01
002171.SZ,20251023,17.3,0.01
002171.SZ,20251023,17.2,0.01
002171.SZ,20251023,17.1,0.01
002171.SZ,20251023,17.0,0.01
002171.SZ,20251023,16.9,0.01
002171.SZ,20251023,16.8,0.01
002171.SZ,20251023,16.7,0.01
002171.SZ,20251023,16.6,0.01
002171.SZ,20251023,16.5,0.01
002171.SZ,20251023,16.4,0.01
002171.SZ,20251023,16.3,0.01
002171.SZ,20251023,16.2,0.01
002171.SZ,20251023,16.1,0.01
002171.SZ,20251023,16.0,0.01
002171.SZ,20251023,15.9,0.01
002171.SZ,20251023,15.8,0.01
002171.SZ,20251023,15.7,0.01
002171.SZ,20251023,15.6,0.01
002171.SZ,20251023,15.5,0.01
002171.SZ,20251023,15.4,0.01
002171.SZ,20251023,15.3,0.01
002171.SZ,20251023,15.2,0.01
002171.SZ,20251023,15.1,0.01
002171.SZ,20251023,15.0,0.01
002171.SZ,20251023,14.9,0.01
002171.SZ,20251023,14.8,0.01
002171.SZ,20251023,14.7,0.01
002171.SZ,20251023,14.6,0.01
002171.SZ,20251023,14.5,0.01
002171.SZ,20251023,14.4,0.01
002171.SZ,20251023,14.3,0.01
002171.SZ,20251023,14.2,0.01
002171.SZ,20251023,14.1,0.01
002171.SZ,20251023,14.0,0.01
002171.SZ,20251023,13.9,0.01
002171.SZ,20251023,13.8,0.01
002171.SZ,20251023,13.7,0.01
002171.SZ,20251023,13.6,0.01
002171.SZ,20251023,13.5,0.05
002171.SZ,20251023,13.4,0.39
002171.SZ,20251023,13.3,0.87
002171.SZ,20251023,13.2,1.96
002171.SZ,20251023,13.1,3.25
002171.SZ,20251023,13.0,5.05
002171.SZ,20251023,12.9,6.79
002171.SZ,20251023,12.8,7.52
002171.SZ,20251023,12.7,8.16
002171.SZ,20251023,12.6,8.72
002171.SZ,20251023,12.5,8.68
002171.SZ,20251023,12.4,8.5
002171.SZ,20251023,12.3,8.22
002171.SZ,20251023,12.2,8.02
002171.SZ,20251023,12.1,6.47
002171.SZ,20251023,12.0,4.68
002171.SZ,20251023,11.9,2.98
002171.SZ,20251023,11.8,1.98
002171.SZ,20251023,11.7,1.4
002171.SZ,20251023,11.6,0.89
002171.SZ,20251023,11.5,0.43
002171.SZ,20251023,11.4,0.24
002171.SZ,20251023,11.3,0.16
002171.SZ,20251023,11.2,0.01
002171.SZ,20251023,11.1,0.01
002171.SZ,20251023,11.0,0.01
002171.SZ,20251023,10.9,0.01
002171.SZ,20251023,10.8,0.01
