kelly_weight	gain_loss_r	mean_slip_accurance	gain_loss_p	S_paths[0]	assets
1.00000   -0.02592  0.77352   0.00199   14.28000  13.72977  
1.00000   -0.10084  0.83309   -0.03576  12.84000  13.37388  
0.00000   -0.10125  0.69704   -0.06513  11.54000  12.02525  
0.21468   -0.07539  0.43009   -0.07670  10.67000  12.02525  
0.80412   0.05904   0.19163   -0.03994  11.30000  11.83063  
1.00000   0.03009   0.29503   -0.00774  11.64000  12.39233  
0.00000   0.01804   0.53125   0.01066   11.85000  12.76520  
1.00000   -0.00338  0.69105   0.01052   11.81000  12.76520  
1.00000   -0.01185  0.80334   0.00271   11.67000  12.72211  
1.00000   -0.03171  0.89298   -0.01096  11.30000  12.57130  
0.00000   -0.00088  0.88682   -0.01104  11.29000  12.17272  
0.00000   0.00000   0.88091   -0.00788  11.29000  12.17272  
0.00000   0.02746   0.89237   0.00485   11.60000  12.17272  
1.00000   -0.01552  0.89637   0.00098   11.42000  12.17272  
1.00000   0.03065   0.93259   0.01048   11.77000  11.98383  
1.00000   -0.01359  0.91523   0.00391   11.61000  12.35111  
1.00000   0.01550   0.93266   0.00673   11.79000  12.18321  
1.00000   -0.03817  0.93036   -0.00813  11.34000  12.37210  
0.00000   0.05026   0.90446   0.00785   11.91000  11.89988  
1.00000   0.05709   0.88446   0.02739   12.59000  11.89988  
1.00000   0.04210   0.79599   0.03750   13.12000  12.57931  
1.00000   -0.00915  0.70109   0.02383   13.00000  13.10886  
1.00000   0.01769   0.70541   0.01897   13.23000  12.98896  
1.00000   -0.02268  0.73978   0.00293   12.93000  13.21876  
1.00000   0.02475   0.83007   0.00674   13.25000  12.91902  
1.00000   -0.00755  0.87907   0.00228   13.15000  13.23875  
1.00000   -0.00076  0.92711   0.00077   13.14000  13.13883  
1.00000   -0.00761  0.96126   -0.00247  13.04000  13.12884  
0.00000   0.00613   0.96867   -0.00036  13.12000  13.02892  
0.00000   0.10137   0.97999   0.03388   14.45000  13.02892  
1.00000   -0.00277  0.83399   0.02819   14.41000  13.02892  
1.00000   -0.03747  0.75871   0.00579   13.87000  12.99286  
1.00000   -0.01298  0.80884   -0.00577  13.69000  12.50596  
0.00000   -0.01534  0.84281   -0.01259  13.48000  12.34367  
0.00000   0.00964   0.85136   -0.00692  13.61000  12.34367  
0.00000   0.06245   0.88597   0.01751   14.46000  12.34367  
1.00000   0.00622   0.83844   0.01921   14.55000  12.34367  
1.00000   0.10103   0.80897   0.04851   16.02000  12.42049  
0.70633   0.10112   0.67133   0.07292   17.64000  13.67535  
0.00000   -0.01077  0.48751   0.04759   17.45000  14.65214  
0.00000   -0.09742  0.46958   -0.00712  15.75000  14.65214  
0.00000   -0.02984  0.53665   -0.02705  15.28000  14.65214  
0.00000   0.01047   0.56708   -0.02193  15.44000  14.65214  
0.00000   0.00518   0.64825   -0.01169  15.52000  14.65214  
0.00000   -0.02448  0.75515   -0.01250  15.14000  14.65214  
0.00000   0.01915   0.81197   -0.00184  15.43000  14.65214  
0.00000   0.01361   0.88655   0.00527   15.64000  14.65214  
1.00000   -0.03836  0.91160   -0.00753  15.04000  14.65214  
0.00000   -0.01995  0.90232   -0.01420  14.74000  14.09004  
0.00000   -0.00678  0.86545   -0.01403  14.64000  14.09004  
0.00000   -0.02049  0.84676   -0.01626  14.34000  14.09004  
0.00000   -0.01116  0.82665   -0.01479  14.18000  14.09004  
0.00000   0.00000   0.82353   -0.00968  14.18000  14.09004  
0.00000   0.04231   0.85024   0.00866   14.78000  14.09004  
1.00000   0.02842   0.85271   0.01959   15.20000  14.09004  
1.00000   0.03882   0.81917   0.02916   15.79000  14.49043  
1.00000   -0.01013  0.75819   0.01759   15.63000  15.05289  
1.00000   0.06014   0.77162   0.02965   16.57000  14.90036  
1.00000   -0.01388  0.73164   0.01631   16.34000  15.79647  
1.00000   -0.01591  0.76580   0.00331   16.08000  15.57721  
1.00000   -0.01430  0.84534   -0.00586  15.85000  15.32935  
0.00000   0.01640   0.88156   -0.00101  16.11000  15.11009  
0.00000   -0.01490  0.92903   -0.00468  15.87000  15.11009  
0.00000   0.01701   0.94246   0.00221   16.14000  15.11009  
1.00000   0.00805   0.94951   0.00544   16.27000  15.11009  
1.00000   -0.02889  0.94253   -0.00511  15.80000  15.23179  
0.00000   0.00886   0.92699   -0.00274  15.94000  14.79178  
0.00000   -0.01129  0.93806   -0.00563  15.76000  14.79178  
0.00000   0.04442   0.93671   0.01048   16.46000  14.79178  
1.00000   -0.00243  0.90122   0.00951   16.42000  14.79178  
1.00000   -0.00183  0.89019   0.00617   16.39000  14.75584  
1.00000   0.01098   0.90497   0.00680   16.57000  14.72888  
1.00000   0.03078   0.91430   0.01471   17.08000  14.89063  
1.00000   -0.01054  0.88237   0.00785   16.90000  15.34894  
1.00000   -0.02959  0.89202   -0.00573  16.40000  15.18719  
0.00000   -0.01890  0.88781   -0.01340  16.09000  14.73786  
0.00000   0.02175   0.86173   -0.00422  16.44000  14.73786  
0.00000   0.00000   0.89824   -0.00084  16.44000  14.73786  
0.00000   0.00791   0.93568   0.00349   16.57000  14.73786  
1.00000   -0.01992  0.94959   -0.00339  16.24000  14.73786  
0.00000   0.01416   0.94897   0.00093   16.47000  14.44435  
1.00000   -0.03947  0.95798   -0.01203  15.82000  14.44435  
0.00000   0.06511   0.91097   0.01047   16.85000  13.87429  
1.00000   0.02730   0.86816   0.02053   17.31000  13.87429  
1.00000   0.00231   0.81171   0.01747   17.35000  14.25306  
1.00000   0.02248   0.80070   0.01873   17.74000  14.28599  
1.00000   -0.00733  0.79522   0.00963   17.61000  14.60712  
1.00000   -0.01022  0.83673   0.00105   17.43000  14.50008  
1.00000   0.02295   0.89380   0.00619   17.83000  14.35187  
1.00000   0.00953   0.91414   0.00815   18.00000  14.68123  
1.00000   0.01778   0.91420   0.01226   18.32000  14.82120  
1.00000   -0.02183  0.89231   0.00166   17.92000  15.08469  
1.00000   0.09989   0.91633   0.03198   19.71000  14.75533  
1.00000   -0.00812  0.80539   0.02362   19.55000  16.22922  
1.00000   -0.01023  0.76627   0.01172   19.35000  16.09747  
1.00000   -0.01550  0.80338   -0.00053  19.05000  15.93279  
0.00000   0.01312   0.85868   0.00070   19.30000  15.68577  
1.00000   -0.00207  0.91622   -0.00024  19.26000  15.68577  
0.00000   0.03894   0.95854   0.01305   20.01000  15.65327  
1.00000   -0.00650  0.91940   0.00918   19.88000  15.65327  
1.00000   -0.03722  0.90693   -0.00667  19.14000  15.55157  
0.00000   -0.05590  0.88506   -0.02649  18.07000  14.97269  
0.00000   0.02767   0.78180   -0.01456  18.57000  14.97269  
0.00000   -0.00377  0.79038   -0.00893  18.50000  14.97269  
0.00000   0.03027   0.83488   0.00639   19.06000  14.97269  
1.00000   0.01889   0.86044   0.01415   19.42000  14.97269  
1.00000   -0.02317  0.85433   0.00346   18.97000  15.25549  
1.00000   0.01054   0.90132   0.00356   19.17000  14.90199  
1.00000   -0.01200  0.93158   -0.00229  18.94000  15.05910  
0.00000   0.02218   0.94830   0.00462   19.36000  14.87842  
1.00000   -0.01085  0.94423   0.00082   19.15000  14.87842  
1.00000   -0.01358  0.96161   -0.00441  18.89000  14.71703  
0.00000   -0.01853  0.95303   -0.01043  18.54000  14.51722  
0.00000   -0.00054  0.91893   -0.00874  18.53000  14.51722  
0.00000   0.07501   0.90622   0.01906   19.92000  14.51722  
1.00000   -0.04066  0.83283   0.00449   19.11000  14.51722  
1.00000   0.09995   0.86971   0.03429   21.02000  13.92691  
1.00000   0.09990   0.77125   0.06259   23.12000  15.31887  
0.29153   0.09991   0.59123   0.08290   25.43000  16.84930  
0.00000   0.09988   0.39828   0.09398   27.97000  17.34009  
0.00000   -0.03110  0.24292   0.04927   27.10000  17.34009  
0.00000   -0.10000  0.32457   -0.01069  24.39000  17.34009  
1.00000   -0.10004  0.44339   -0.05288  21.95000  17.34009  
0.52046   -0.00683  0.36240   -0.05104  21.80000  15.60537  
0.57182   0.00275   0.35407   -0.03449  21.86000  15.54987  
0.27313   ---       0.45290   ---       ( 22.47216 )---       
